TimeStamp,Station.Number,Distance.from.36,Depth,Nitrate,Phosphate
2005-12,18,54.95,19.5,17.52,2.37
2005-12,20,51.45,11.5,,
2005-12,21,46.63,9,19.86,2.75
2005-12,22,43.92,10,,
2005-12,23,39.66,7.5,,
2005-12,24,37.09,5.5,21.51,3.43
2005-12,25,32.84,4.5,,
2005-12,26,28.76,5.5,,
2005-12,27,26.19,6,24.59,4.67
2005-12,28,23.57,7.5,,
2005-12,29,20.25,8,,
2005-12,29.5,17.56,8,,
2005-12,30,14.75,6.5,26.57,5.82
2005-12,31,10.61,7,,
2005-12,32,8.15,6.5,,
2005-12,33,6.81,6.5,,
2005-12,34,3.53,3,,
2005-12,35,1.66,4.5,,
2005-12,36,0,3,62.97,10.42
2005-12,649,132.94,5.5,,
2005-12,657,147.25,6,,
2006-01,2,127.71,6.5,,
2006-01,3,125.32,7,25.3,1.03
2006-01,4,119.9,8,,
2006-01,5,115.63,6,,
2006-01,6,110.9,6,,
2006-01,7,104.98,8,,
2006-01,8,99.77,8,,
2006-01,9,96.79,16,23.63,1.05
2006-01,10,93.6,9.5,,
2006-01,11,89.77,9.5,,
2006-01,12,84.45,5,,
2006-01,13,78.54,5.5,27.54,2.07
2006-01,14,74.43,8,,
2006-01,15,69.99,12,25.45,1.99
2006-01,16,63.08,7,,
2006-01,17,58.89,7,,
2006-01,18,54.95,19.5,22.65,1.96
2006-01,20,51.45,12.5,,
2006-01,21,46.63,9.5,,
2006-01,22,43.92,9.5,23.35,2.31
2006-01,23,39.66,8.5,,
2006-01,24,37.09,6,23.28,2.23
2006-01,25,32.84,5.5,,
2006-01,26,28.76,6.5,,
2006-01,27,26.19,7,26.62,2.66
2006-01,28,23.57,8,,
2006-01,29,20.25,8.5,,
2006-01,29.5,17.56,8,,
2006-01,30,14.75,7,43.51,4.57
2006-01,31,10.61,7,,
2006-01,32,8.15,6.5,30.75,3.21
2006-01,33,6.81,7,,
2006-01,34,3.53,3,,
2006-01,35,1.66,3.5,,
2006-01,36,0,3,58.53,5.67
2006-01,649,132.94,6,15.84,0.73
2006-01,657,147.25,6.5,,
2006-02,2,127.71,6.5,,
2006-02,3,125.32,6.5,13.43,0.37
2006-02,4,119.9,9,,
2006-02,5,115.63,7,,
2006-02,6,110.9,6.5,14.45,0.41
2006-02,7,104.98,8.5,,
2006-02,8,99.77,8.5,,
2006-02,9,96.79,17,16.42,0.6
2006-02,10,93.6,11,,
2006-02,11,89.77,7,,
2006-02,12,84.45,5,,
2006-02,13,78.54,5.5,19.34,1.75
2006-02,14,74.43,8,,
2006-02,15,69.99,12,18.09,1.7
2006-02,16,63.08,7.5,,
2006-02,17,58.89,7,,
2006-02,18,54.95,22.5,16.49,1.55
2006-02,20,51.45,14,,
2006-02,21,46.63,9.527777778,14.59,1.71
2006-02,22,43.92,9.5,,
2006-02,23,39.66,7.75862069,,
2006-02,24,37.09,5.761904762,15.91,1.87
2006-02,25,32.84,4.5,,
2006-02,26,28.76,5.55,,
2006-02,27,26.19,6.260869565,10.97,2.23
2006-02,28,23.57,7.5,,
2006-02,29,20.25,7.75862069,,
2006-02,29.5,17.56,7,,
2006-02,30,14.75,6.5,8.89,3.245
2006-02,31,10.61,6.5,,
2006-02,32,8.15,5.5,20.29,5.025
2006-02,33,6.81,6.260869565,,
2006-02,34,3.53,3.272727273,,
2006-02,35,1.66,3.272727273,,
2006-02,36,0,3,73.585,10.085
2006-02,649,132.94,6.5,,
2006-02,657,147.25,5.5,10.01,0.39
2006-03,2,127.71,5.5,,
2006-03,3,125.32,6.5,18.66,1.76
2006-03,4,119.9,10,,
2006-03,5,115.63,6.5,,
2006-03,6,110.9,6,18.78,1.63
2006-03,7,104.98,8.5,,
2006-03,8,99.77,8.5,,
2006-03,9,96.79,14,18.58,1.7
2006-03,10,93.6,10,,
2006-03,11,89.77,8,,
2006-03,12,84.45,5.5,,
2006-03,13,78.54,5.5,17.75,1.79
2006-03,14,74.43,8.5,,
2006-03,15,69.99,13,15.63,1.8
2006-03,16,63.08,7.5,,
2006-03,17,58.89,7.5,,
2006-03,18,54.95,22,12.8,1.87
2006-03,20,51.45,12,,
2006-03,21,46.63,9.555555556,15.92666667,2.29
2006-03,22,43.92,9.857142857,,
2006-03,23,39.66,7.863636364,,
2006-03,24,37.09,5.037037037,15.96333333,2.673333333
2006-03,25,32.84,4.68,,
2006-03,26,28.76,5.344827586,,
2006-03,27,26.19,6.03030303,16.12666667,3.036666667
2006-03,28,23.57,7.175,,
2006-03,29,20.25,7.5,,
2006-03,29.5,17.56,7.341463415,,
2006-03,30,14.75,6.176470588,30.62666667,4.866666667
2006-03,31,10.61,6.342857143,,
2006-03,32,8.15,5.5,58.82666667,7.613333333
2006-03,33,6.81,6.176470588,,
2006-03,34,3.53,3.666666667,,
2006-03,35,1.66,3.352941176,,
2006-03,36,0,2.857142857,93.49333333,10.16
2006-03,649,132.94,6,18.13,1.8
2006-03,657,147.25,5.5,,
2006-04,2,127.71,6,,
2006-04,3,125.32,6.5,18.24,1.85
2006-04,4,119.9,8.5,,
2006-04,5,115.63,6.5,,
2006-04,6,110.9,6.5,16.97,1.72
2006-04,7,104.98,8.5,,
2006-04,8,99.77,8.5,,
2006-04,9,96.79,16.5,14.87,1.63
2006-04,10,93.6,10.5,,
2006-04,11,89.77,7,,
2006-04,12,84.45,5,,
2006-04,13,78.54,5,15.38,1.8
2006-04,14,74.43,8,,
2006-04,15,69.99,10,13.91,1.73
2006-04,16,63.08,7,,
2006-04,17,58.89,8.5,12.49,1.74
2006-04,20,51.45,12,,
2006-04,21,46.63,8.757575758,7.095,1.69
2006-04,22,43.92,9,,
2006-04,23,39.66,7.75862069,,
2006-04,24,37.09,5.5,7.623333333,1.566666667
2006-04,25,32.84,4.68,,
2006-04,26,28.76,5.677419355,,
2006-04,27,26.19,6.342857143,4.766666667,1.323333333
2006-04,28,23.57,7.175,,
2006-04,29,20.25,7.674418605,,
2006-04,29.5,17.56,7.5,,
2006-04,30,14.75,6.527777778,12.12666667,2.913333333
2006-04,31,10.61,6.702702703,,
2006-04,32,8.15,5.677419355,32.36,4.816666667
2006-04,33,6.81,5.761904762,,
2006-04,34,3.53,3.95,,
2006-04,35,1.66,4,,
2006-04,36,0,3.5,44.065,5.585
2006-04,649,132.94,6.5,10.98,1.37
2006-04,657,147.25,6,,
2006-05,2,127.71,5.5,,
2006-05,3,125.32,7.5,9.06,1.56
2006-05,4,119.9,9,,
2006-05,5,115.63,6,,
2006-05,6,110.9,6,8.63,1.54
2006-05,7,104.98,7.5,,
2006-05,8,99.77,8.5,,
2006-05,9,96.79,17.5,8.87,1.53
2006-05,10,93.6,10,,
2006-05,11,89.77,8,,
2006-05,12,84.45,5.5,,
2006-05,13,78.54,5.5,10.61,2.03
2006-05,14,74.43,7.5,,
2006-05,15,69.99,12,10.87,1.95
2006-05,16,63.08,6.5,,
2006-05,17,58.89,7,,
2006-05,18,54.95,18.5,9.78,1.73
2006-05,20,51.45,11,,
2006-05,21,46.63,9.5,10.78,1.97
2006-05,22,43.92,10.5,,
2006-05,23,39.66,8,,
2006-05,24,37.09,6,0.01,1.02
2006-05,25,32.84,5,,
2006-05,26,28.76,5,,
2006-05,27,26.19,7,0.01,2.52
2006-05,28,23.57,8,,
2006-05,29,20.25,7.5,,
2006-05,29.5,17.56,7.5,,
2006-05,30,14.75,6.5,2.82,4
2006-05,31,10.61,6.5,,
2006-05,32,8.15,5.5,19.87,6.51
2006-05,33,6.81,6,,
2006-05,34,3.53,3.5,,
2006-05,649,132.94,6.5,9.7,1.21
2006-05,657,147.25,6,,
2006-07,3,125.32,6,,
2006-07,4,119.9,9,,
2006-07,5,115.63,6,,
2006-07,6,110.9,5.5,,
2006-07,7,104.98,8.5,,
2006-07,8,99.77,8.5,,
2006-07,9,96.79,14.5,,
2006-07,10,93.6,8.5,,
2006-07,11,89.77,9.5,,
2006-07,12,84.45,4.5,,
2006-07,13,78.54,4.5,,
2006-07,14,74.43,7.5,,
2006-07,15,69.99,12.5,,
2006-07,16,63.08,6,,
2006-07,17,58.89,6.5,,
2006-07,18,54.95,11.5,,
2006-07,21,46.63,8.5,10.54,2.62
2006-07,22,43.92,9,,
2006-07,23,39.66,7,,
2006-07,24,37.09,5,9.3,2.64
2006-07,25,32.84,4.5,,
2006-07,26,28.76,5,,
2006-07,27,26.19,6.5,7.39,4.25
2006-07,28,23.57,7,,
2006-07,29,20.25,7.5,,
2006-07,29.5,17.56,7,,
2006-07,30,14.75,7,7.49,5.32
2006-07,31,10.61,6.5,,
2006-07,32,8.15,5.5,14.88,6.9
2006-07,33,6.81,6.5,,
2006-07,34,3.53,3.5,,
2006-07,35,1.66,3.5,,
2006-07,36,0,3.5,50.49,11.06
2006-08,2,127.71,5.5,,
2006-08,3,125.32,5,14.36,1.26
2006-08,4,119.9,8.5,,
2006-08,5,115.63,4.5,,
2006-08,6,110.9,4,16.18,1.43
2006-08,7,104.98,8,,
2006-08,8,99.77,8,,
2006-08,9,96.79,14.5,17.84,1.96
2006-08,10,93.6,9,,
2006-08,11,89.77,8.5,,
2006-08,12,84.45,5,,
2006-08,13,78.54,5,16.95,2.11
2006-08,14,74.43,7.5,,
2006-08,15,69.99,12.5,17.77,2.99
2006-08,16,63.08,6.5,,
2006-08,17,58.89,6.5,,
2006-08,18,54.95,20,15.26,2.39
2006-08,20,51.45,11.5,,
2006-08,21,46.63,8.84,18.23666667,3
2006-08,22,43.92,9.672727273,,
2006-08,23,39.66,7.840909091,,
2006-08,24,37.09,5.344827586,18.86666667,3.56
2006-08,25,32.84,4.5,,
2006-08,26,28.76,5.5,,
2006-08,27,26.19,6.03030303,16.31666667,5.326666667
2006-08,28,23.57,7.523809524,,
2006-08,29,20.25,7.840909091,,
2006-08,29.5,17.56,7.523809524,,
2006-08,30,14.75,6.675675676,18.1,7.24
2006-08,31,10.61,6.842105263,,
2006-08,32,8.15,6,21.42,8.78
2006-08,33,6.81,6,,
2006-08,34,3.53,3.5,,
2006-08,35,1.66,3.5,,
2006-08,36,0,3.1875,43.01333333,11.59
2006-08,649,132.94,5.5,14.35,1.35
2006-08,657,147.25,5,,
2006-09,2,127.71,6,,
2006-09,3,125.32,7.5,15.74,1.23
2006-09,4,119.9,9,,
2006-09,5,115.63,6.5,,
2006-09,6,110.9,6.5,18.36,1.49
2006-09,7,104.98,8,,
2006-09,8,99.77,8.5,,
2006-09,9,96.79,14.5,23.7,2.6
2006-09,10,93.6,9.5,,
2006-09,11,89.77,9.5,,
2006-09,12,84.45,5,,
2006-09,13,78.54,5,19.46,2.13
2006-09,14,74.43,7.5,,
2006-09,15,69.99,8.5,20.36,2.73
2006-09,16,63.08,7,,
2006-09,17,58.89,7,,
2006-09,18,54.95,17.5,18.25,2.42
2006-09,20,51.45,10.5,,
2006-09,21,46.63,9,20.8,3.145
2006-09,22,43.92,10.02631579,,
2006-09,23,39.66,7.75862069,,
2006-09,24,37.09,5.5,23.82,4.515
2006-09,25,32.84,4.5,,
2006-09,26,28.76,5.5,,
2006-09,27,26.19,6.5,22.885,6.405
2006-09,28,23.57,7.259259259,,
2006-09,29,20.25,7.5,,
2006-09,29.5,17.56,7.5,,
2006-09,30,14.75,6.76,25.73,8.005
2006-09,31,10.61,6.5,,
2006-09,32,8.15,5.761904762,31.04,9.485
2006-09,33,6.81,6,,
2006-09,34,3.53,3.5,,
2006-09,35,1.66,4,,
2006-09,36,0,3,48.13,11.24
2006-09,649,132.94,6,15.26,1.21
2006-09,657,147.25,6,11.18,1.3
2006-10,2,127.71,5.5,,
2006-10,3,125.32,7,25.11,1.96
2006-10,4,119.9,9.5,,
2006-10,5,115.63,6,,
2006-10,6,110.9,6,28.46,2.48
2006-10,7,104.98,8,,
2006-10,8,99.77,8.5,,
2006-10,9,96.79,13.5,25.82,2.64
2006-10,10,93.6,9.5,,
2006-10,11,89.77,8,,
2006-10,12,84.45,5,,
2006-10,13,78.54,5,20.57,2.48
2006-10,14,74.43,8,,
2006-10,15,69.99,11,20.52,2.52
2006-10,16,63.08,7.5,,
2006-10,17,58.89,8,,
2006-10,18,54.95,20.5,10.84,1.55
2006-10,20,51.45,14,,
2006-10,21,46.63,9.5,17.33,2.53
2006-10,22,43.92,10.5,,
2006-10,23,39.66,8,,
2006-10,24,37.09,6,23.36,3.73
2006-10,25,32.84,5,,
2006-10,26,28.76,6,,
2006-10,27,26.19,7,32.88,6.88
2006-10,29,20.25,7.5,,
2006-10,29.5,17.56,8,,
2006-10,30,14.75,6.5,45.25,9.43
2006-10,31,10.61,6,,
2006-10,32,8.15,5.5,62.19,11.09
2006-10,33,6.81,6,,
2006-10,34,3.53,3,84.91,13.04
2006-10,649,132.94,6,24.8,1.84
2006-10,657,147.25,5.5,25.2,2.02
2006-11,2,127.71,6,,
2006-11,3,125.32,6.5,32.23,1.87
2006-11,4,119.9,8.5,,
2006-11,5,115.63,5.5,,
2006-11,6,110.9,6,30.15,2.11
2006-11,7,104.98,7.5,,
2006-11,8,99.77,8.5,,
2006-11,9,96.79,17.5,26.25,2.45
2006-11,10,93.6,9.5,,
2006-11,11,89.77,6.5,,
2006-11,12,84.45,5,,
2006-11,13,78.54,5.5,23.11,2.47
2006-11,14,74.43,8,,
2006-11,15,69.99,12.5,21.86,2.49
2006-11,16,63.08,7,,
2006-11,17,58.89,7,,
2006-11,18,54.95,13.5,13.05,1.65
2006-11,20,51.45,13,,
2006-11,21,46.63,10,16.29,2.78
2006-11,22,43.92,10.5,,
2006-11,23,39.66,8,,
2006-11,24,37.09,6,18.55,2.91
2006-11,25,32.84,5,,
2006-11,26,28.76,6,,
2006-11,27,26.19,7,27.93,4.66
2006-11,28,23.57,8.5,,
2006-11,29,20.25,8.5,,
2006-11,29.5,17.56,7.5,,
2006-11,30,14.75,6.5,34.79,6.48
2006-11,31,10.61,7,,
2006-11,32,8.15,6,49.05,8.46
2006-11,33,6.81,7,,
2006-11,34,3.53,3.5,,
2006-11,35,1.66,3.5,,
2006-11,36,0,3.5,76.6,10.9
2006-11,649,132.94,6,33.5,1.88
2006-11,657,147.25,5.5,28.53,2.69
2006-12,2,127.71,6,,
2006-12,3,125.32,7,36.94,1.94
2006-12,4,119.9,9.5,,
2006-12,5,115.63,6.5,,
2006-12,6,110.9,5.5,36.13,2.03
2006-12,7,104.98,8,,
2006-12,8,99.77,8.5,,
2006-12,9,96.79,15,33.14,2.2
2006-12,10,93.6,9,,
2006-12,11,89.77,8,,
2006-12,12,84.45,5,,
2006-12,13,78.54,5,28.56,2.27
2006-12,14,74.43,8,,
2006-12,15,69.99,12.5,28.6,2.38
2006-12,16,63.08,7.5,,
2006-12,17,58.89,7,,
2006-12,18,54.95,17.5,22.75,2.39
2006-12,20,51.45,13.5,,
2006-12,21,46.63,9.5,22.89,2.48
2006-12,22,43.92,10,,
2006-12,23,39.66,8.5,,
2006-12,24,37.09,6,28.73,3.81
2006-12,25,32.84,4.5,,
2006-12,26,28.76,5.5,,
2006-12,27,26.19,6.5,33.77,5.09
2006-12,28,23.57,8,,
2006-12,29,20.25,7.5,,
2006-12,29.5,17.56,7,,
2006-12,30,14.75,7,51.94,8.09
2006-12,31,10.61,7.5,,
2006-12,32,8.15,6.5,48.88,6.69
2006-12,33,6.81,6.5,,
2006-12,34,3.53,4.5,,
2006-12,35,1.66,4,,
2006-12,36,0,3.5,70.4,8.1
2006-12,649,132.94,6,34.01,2.06
2006-12,657,147.25,6,27.92,2.26
2007-01,2,127.71,5.5,,
2007-01,3,125.32,7,38.84,1.29
2007-01,4,119.9,9.5,,
2007-01,5,115.63,6.5,,
2007-01,6,110.9,6.5,39.61,1.4
2007-01,7,104.98,8,,
2007-01,8,99.77,8.5,,
2007-01,9,96.79,16.5,39.07,1.72
2007-01,10,93.6,10,,
2007-01,11,89.77,7.5,,
2007-01,12,84.45,5,,
2007-01,13,78.54,5.5,29.71,1.71
2007-01,14,74.43,7,,
2007-01,15,69.99,13,31.56,2.43
2007-01,16,63.08,7,,
2007-01,17,58.89,7,,
2007-01,18,54.95,19.5,22.63,2.09
2007-01,20,51.45,13,,
2007-01,21,46.63,9,24.33,2.33
2007-01,22,43.92,10,,
2007-01,23,39.66,8,,
2007-01,24,37.09,5.5,35.4,4.04
2007-01,25,32.84,4.5,,
2007-01,26,28.76,5.5,,
2007-01,27,26.19,6.5,45.76,5.64
2007-01,28,23.57,7.5,,
2007-01,29,20.25,8,,
2007-01,29.5,17.56,7.5,,
2007-01,30,14.75,7,53.52,6.46
2007-01,31,10.61,7,,
2007-01,32,8.15,6,65.59,7.38
2007-01,33,6.81,6.5,,
2007-01,34,3.53,3.5,,
2007-01,35,1.66,4.5,,
2007-01,36,0,3.5,84.39,8.6
2007-01,649,132.94,6,32.8,1.35
2007-01,657,147.25,6,26.5,1.14
2007-02,2,127.71,6,,
2007-02,3,125.32,7,38.77,1.45
2007-02,4,119.9,9.5,,
2007-02,5,115.63,7,,
2007-02,6,110.9,6.5,40.82,1.61
2007-02,7,104.98,9,,
2007-02,8,99.77,8.5,,
2007-02,9,96.79,16.5,39.47,1.66
2007-02,10,93.6,10,,
2007-02,11,89.77,9,,
2007-02,12,84.45,5,,
2007-02,13,78.54,5.5,31.63,1.59
2007-02,14,74.43,8,,
2007-02,15,69.99,12.5,33.01,2.33
2007-02,16,63.08,7.5,,
2007-02,17,58.89,7,,
2007-02,18,54.95,21,26.44,2.02
2007-02,20,51.45,13.5,,
2007-02,21,46.63,9.257142857,32.035,3.05
2007-02,22,43.92,10,,
2007-02,23,39.66,8,,
2007-02,24,37.09,5.5,40,3.85
2007-02,25,32.84,4.5,,
2007-02,26,28.76,5.5,,
2007-02,27,26.19,6,48.695,5.245
2007-02,28,23.57,7.5,,
2007-02,29,20.25,7.75862069,,
2007-02,29.5,17.56,7.75862069,,
2007-02,30,14.75,6.76,61.24,6.525
2007-02,31,10.61,6.5,,
2007-02,32,8.15,5.5,79.555,7.84
2007-02,33,6.81,6.5,,
2007-02,34,3.53,3,,
2007-02,35,1.66,4,,
2007-02,36,0,3,88.63,8.375
2007-02,649,132.94,6.5,34.38,1.41
2007-02,657,147.25,6,24.09,1.23
2007-03,2,127.71,6.5,,
2007-03,3,125.32,7,26.94,0.88
2007-03,4,119.9,9.5,,
2007-03,5,115.63,6.5,,
2007-03,6,110.9,7,35.22,1.41
2007-03,7,104.98,8.5,,
2007-03,8,99.77,8.5,,
2007-03,9,96.79,16,36.14,1.59
2007-03,10,93.6,13.5,,
2007-03,11,89.77,7.5,,
2007-03,12,84.45,5.5,,
2007-03,13,78.54,5.5,31.37,1.57
2007-03,14,74.43,8,,
2007-03,15,69.99,12.5,30.05,1.54
2007-03,16,63.08,7,,
2007-03,17,58.89,7.5,,
2007-03,18,54.95,23,25.93,2.12
2007-03,20,51.45,14.5,,
2007-03,21,46.63,9.173076923,26.98666667,2.296666667
2007-03,22,43.92,10.17241379,,
2007-03,23,39.66,8.022222222,,
2007-03,24,37.09,5.5,32.85,2.883333333
2007-03,25,32.84,4.846153846,,
2007-03,26,28.76,5.677419355,,
2007-03,27,26.19,6.342857143,38.32333333,3.923333333
2007-03,28,23.57,7.674418605,,
2007-03,29,20.25,7.674418605,,
2007-03,29.5,17.56,7.674418605,,
2007-03,30,14.75,6.527777778,48.11,5.346666667
2007-03,31,10.61,6.675675676,,
2007-03,32,8.15,5.84375,54.06,5.996666667
2007-03,33,6.81,6.176470588,,
2007-03,34,3.53,3.555555556,,
2007-03,35,1.66,3.85,,
2007-03,36,0,3.352941176,70.95333333,8.01
2007-03,649,132.94,6.5,23.41,0.76
2007-03,657,147.25,6,21.09,0.72
2007-04,2,127.71,6,,
2007-04,3,125.32,7,33.49,2.36
2007-04,4,119.9,9.5,,
2007-04,5,115.63,6.5,,
2007-04,6,110.9,6,37.07,2.49
2007-04,7,104.98,10.5,,
2007-04,8,99.77,8.5,,
2007-04,9,96.79,17.5,33.42,2.65
2007-04,10,93.6,10.5,,
2007-04,11,89.77,8.5,,
2007-04,12,84.45,5,,
2007-04,13,78.54,5.5,26.46,2.31
2007-04,14,74.43,8,,
2007-04,15,69.99,12,25.69,2.32
2007-04,16,63.08,7.5,,
2007-04,17,58.89,7,,
2007-04,18,54.95,22.5,22.68,2.12
2007-04,20,51.45,13,,
2007-04,21,46.63,9,26.64666667,2.693333333
2007-04,22,43.92,9.672727273,,
2007-04,23,39.66,7.341463415,,
2007-04,24,37.09,5.344827586,26.82333333,2.883333333
2007-04,25,32.84,4,,
2007-04,26,28.76,4.846153846,,
2007-04,27,26.19,5.677419355,26.74666667,3.82
2007-04,28,23.57,7.175,,
2007-04,29,20.25,7.341463415,,
2007-04,29.5,17.56,7.5,,
2007-04,30,14.75,6,26.48333333,4.533333333
2007-04,31,10.61,6.342857143,,
2007-04,32,8.15,5.709677419,35.07,5.653333333
2007-04,33,6.81,6.176470588,,
2007-04,34,3.53,2.857142857,,
2007-04,35,1.66,3.85,,
2007-04,36,0,2.857142857,68.31666667,7.993333333
2007-04,649,132.94,6.5,29.93,2.48
2007-04,657,147.25,6,22.48,2.21
2007-06,21,46.63,9,32.49,3.89
2007-06,22,43.92,9.5,,
2007-06,23,39.66,8,,
2007-06,24,37.09,5,35.39,3.69
2007-06,25,32.84,4,,
2007-06,26,28.76,5,,
2007-06,27,26.19,6,36.78,5.72
2007-06,28,23.57,6.5,,
2007-06,29,20.25,7,,
2007-06,30,14.75,6.5,33.29,6.46
2007-06,31,10.61,6.5,,
2007-06,32,8.15,6,37.79,8.3
2007-06,33,6.81,6,,
2007-06,34,3.53,4.5,,
2007-06,35,1.66,4,,
2007-06,36,0,3,59.49,10.88
2007-07,2,127.71,5.5,,
2007-07,3,125.32,6,31.86,1.93
2007-07,4,119.9,9.5,,
2007-07,5,115.63,5.5,36.45,2.12
2007-07,6,110.9,6,38.73,2.42
2007-07,7,104.98,5.5,,
2007-07,8,99.77,9,,
2007-07,9,96.79,17,40.8,2.86
2007-07,10,93.6,8.5,,
2007-07,11,89.77,9.5,,
2007-07,12,84.45,4.5,,
2007-07,13,78.54,4.5,38,3.62
2007-07,14,74.43,7.5,,
2007-07,15,69.99,12,34.68,3.46
2007-07,16,63.08,6,,
2007-07,20,51.45,13.5,,
2007-07,21,46.63,9.5,21.41,2.21
2007-07,22,43.92,10,,
2007-07,23,39.66,8,,
2007-07,24,37.09,5.5,31.76,4.75
2007-07,25,32.84,4.5,,
2007-07,26,28.76,5.5,,
2007-07,27,26.19,6.5,21.46,6.57
2007-07,29,20.25,8,,
2007-07,30,14.75,7,23.92,6.53
2007-07,32,8.15,6,27.1,7.85
2007-07,34,3.53,3,,
2007-07,35,1.66,4,,
2007-07,36,0,3.5,48.6,12.99
2007-08,21,46.63,9,17.06,1.79
2007-08,22,43.92,10.5,,
2007-08,23,39.66,8.5,,
2007-08,24,37.09,5.5,22.08,3.83
2007-08,25,32.84,4.5,,
2007-08,26,28.76,5.5,,
2007-08,27,26.19,6.5,17.4,5.34
2007-08,28,23.57,7.5,,
2007-08,29,20.25,8.5,,
2007-08,30,14.75,7,11,6.2
2007-08,31,10.61,7,,
2007-08,32,8.15,6,14.01,6.81
2007-08,33,6.81,6.5,,
2007-08,34,3.53,4,,
2007-08,35,1.66,4.5,,
2007-08,36,0,3,40.43,10.71
2007-09,2,127.71,6,,
2007-09,3,125.32,7,23.23,2.05
2007-09,4,119.9,9,,
2007-09,5,115.63,6,,
2007-09,6,110.9,6,57.58,10.74
2007-09,7,104.98,8.5,,
2007-09,8,99.77,9,,
2007-09,9,96.79,14,24.35,2.56
2007-09,10,93.6,10,,
2007-09,11,89.77,8,,
2007-09,12,84.45,5.5,,
2007-09,13,78.54,6,16.11,2.03
2007-09,14,74.43,8,,
2007-09,15,69.99,13,17.31,2.9
2007-09,16,63.08,8,,
2007-09,17,58.89,7.5,,
2007-09,20,51.45,14,,
2007-09,21,46.63,9.5,13.025,2.615
2007-09,22,43.92,10.25641026,,
2007-09,23,39.66,8.258064516,,
2007-09,24,37.09,5.55,16.72,3.785
2007-09,25,32.84,4.764705882,,
2007-09,26,28.76,6.045454545,,
2007-09,27,26.19,5.761904762,9.505,6.16
2007-09,28,23.57,7.75862069,,
2007-09,29,20.25,7.75862069,,
2007-09,29.5,17.56,7.75862069,,
2007-09,30,14.75,6.84,5,6.98
2007-09,31,10.61,6.541666667,,
2007-09,32,8.15,5.55,8.83,7.86
2007-09,33,6.81,5.761904762,,
2007-09,34,3.53,3.272727273,,
2007-09,35,1.66,3.454545455,,
2007-09,36,0,3,49.93,11.42
2007-09,649,132.94,5.5,20.62,1.64
2007-09,657,147.25,5.5,14.2,1.72
2007-10,2,127.71,6,,
2007-10,3,125.32,7.5,26.81,1.96
2007-10,4,119.9,9.5,,
2007-10,5,115.63,5.5,,
2007-10,6,110.9,6.5,28.5,2.24
2007-10,7,104.98,8,,
2007-10,8,99.77,8,,
2007-10,9,96.79,19,25.35,2.2
2007-10,10,93.6,9.5,,
2007-10,11,89.77,7.5,,
2007-10,12,84.45,5,,
2007-10,13,78.54,5.5,20.71,1.99
2007-10,14,74.43,8,,
2007-10,15,69.99,12,21.95,2.88
2007-10,16,63.08,7,,
2007-10,17,58.89,7.5,,
2007-10,18,54.95,21.5,14.8,1.11
2007-10,20,51.45,13.5,,
2007-10,21,46.63,9.029411765,20.08,2.415
2007-10,22,43.92,10.25641026,,
2007-10,23,39.66,8.258064516,,
2007-10,24,37.09,5.761904762,18.565,3.455
2007-10,25,32.84,5,,
2007-10,26,28.76,6,,
2007-10,27,26.19,6.5,58.39,4.855
2007-10,28,23.57,7.535714286,,
2007-10,29,20.25,7.535714286,,
2007-10,29.5,17.56,7.75862069,,
2007-10,30,14.75,6.541666667,24.69,6.815
2007-10,31,10.61,6.84,,
2007-10,32,8.15,5.263157895,45.34,8.84
2007-10,33,6.81,6.347826087,,
2007-10,34,3.53,4,81.69,12.5
2007-10,35,1.66,4.5,,
2007-10,36,0,4,56.57,9.81
2007-10,649,132.94,6,26.71,1.8
2007-10,657,147.25,5.5,26.19,2.18
2007-11,2,127.71,6,,
2007-11,3,125.32,6.5,33.95,2.07
2007-11,4,119.9,9,,
2007-11,5,115.63,6.5,,
2007-11,6,110.9,7,33.16,2.34
2007-11,7,104.98,8.5,,
2007-11,8,99.77,9,,
2007-11,9,96.79,18,29.48,2.2
2007-11,10,93.6,9.5,,
2007-11,11,89.77,10,,
2007-11,12,84.45,5,,
2007-11,13,78.54,5.5,24.47,1.8
2007-11,14,74.43,8,,
2007-11,15,69.99,12.5,21.7,1.76
2007-11,16,63.08,7,,
2007-11,17,58.89,7.5,,
2007-11,18,54.95,22,22.16,2.34
2007-11,20,51.45,15,21.97,2.36
2007-11,21,46.63,9.5,,
2007-11,22,43.92,10,23.46,2.59
2007-11,23,39.66,8,,
2007-11,24,37.09,5.5,26.2,3.73
2007-11,25,32.84,5,,
2007-11,26,28.76,6,,
2007-11,27,26.19,6,30.89,4.57
2007-11,28,23.57,7,,
2007-11,29,20.25,7,,
2007-11,29.5,17.56,7.5,,
2007-11,30,14.75,6,38.33,7.03
2007-11,31,10.61,7,,
2007-11,32,8.15,5.5,56.35,9.12
2007-11,33,6.81,6,,
2007-11,34,3.53,3,,
2007-11,35,1.66,4,,
2007-11,36,0,3.5,79.54,11.01
2007-11,649,132.94,6,34.23,1.87
2007-11,657,147.25,6,31.03,2.45
2007-12,2,127.71,5.5,,
2007-12,3,125.32,7,38.44,1.96
2007-12,4,119.9,9.5,,
2007-12,5,115.63,6.5,,
2007-12,6,110.9,5.5,37.44,2.9
2007-12,7,104.98,9,,
2007-12,8,99.77,8.5,,
2007-12,9,96.79,17,33.22,2.71
2007-12,10,93.6,10,,
2007-12,11,89.77,12,,
